rfid,Sex,Squad #,ChamberColor,ChamberNumber,DelayLever,Shipment,3-cleaning-criteria (jeab paper),ObjectiveAUC-normD,Hyperbolic-k-FittedBias,Hyperbolic-k-ln,Exponential-k-FittedBias,Exponential-k-ln
47770,M,2,blue,8,left,3,1,0.065140677,0.071049161,-2.644383238,0.059614307,-2.819859685
47771,M,4,blue,8,left,3,0,0.349838965,0.090362724,-2.403923443,0.061109463,-2.795088541
47775,F,4,blue,12,left,3,0,0.446975393,0.189778139,-1.661899578,0.110864614,-2.199445519
47776,F,3,blue,1,left,3,0,0.62404349,0.091079474,-2.396022812,0.057336115,-2.858824568
47777,M,2,red,7,right,3,0,0.619392194,0.176656964,-1.733545485,0.087476784,-2.436381843
47779,M,1,red,3,left,3,1,0.208046993,0.166763242,-1.791180184,0.117711604,-2.139517683
47780,M,1,blue,14,right,3,0,0.434857339,0.074216628,-2.600767062,0.052679201,-2.943534564
47781,F,4,blue,5,right,3,0,0.422893186,0.202630685,-1.596370241,0.118101483,-2.136211002
47782,F,4,blue,3,right,3,0,0.40649731,0.259518053,-1.348929011,0.147191682,-1.91601958
47783,F,4,blue,11,right,3,0,0.336089661,0.22535625,-1.490072795,0.127378805,-2.060589919
47784,M,2,red,8,left,3,0,0.452715546,0.260751206,-1.344188561,0.148923626,-1.904321682
47785,M,4,blue,14,left,3,0,0.379694202,0.163856179,-1.808766194,0.095611048,-2.347466904
47786,M,4,blue,1,right,3,0,0.353975405,0.082524297,-2.494662524,0.058152611,-2.844684492
47788,F,4,blue,10,left,3,0,0.461889835,0.165202631,-1.800582492,0.091154326,-2.395201323
47790,M,1,red,4,right,3,0,0.383116849,0.097663117,-2.326231305,0.063725871,-2.753164662
47791,M,5,red,3,left,3,0,0.51404995,0.149093456,-1.903181948,0.085892926,-2.454653807
47795,F,2,blue,3,right,3,0,0.383757609,0.342073319,-1.072730181,0.189838607,-1.661581005
47797,F,1,red,5,left,3,1,0.414188661,0.197764991,-1.620675865,0.126311746,-2.069002252
47798,M,4,red,8,left,3,0,0.646200489,0.144991559,-1.931079751,0.092901257,-2.376218099
47799,M,3,blue,16,right,3,0,0.495075614,0.068197009,-2.685354571,0.049340471,-3.009010621
47800,F,3,red,8,right,3,0,0.593674903,0.026021434,-3.648834713,0.020629428,-3.881036674
47351,M,4,blue,15,right,4,0,0.435316024,0.061486042,-2.788945085,0.043450809,-3.136125806
47352,M,4,blue,9,right,4,0,0.446781012,0.146827266,-1.918498448,0.09109309,-2.395873326
47354,M,2,red,6,left,4,0,0.717785223,0.054307037,-2.913101468,0.037971688,-3.270914448
47355,F,2,blue,8,left,4,0,0.589629755,0.133387775,-2.014494792,0.087188188,-2.439686421
47356,F,4,red,8,left,4,0,0.613448956,0.063948779,-2.749672848,0.049440841,-3.00697845
47357,M,3,blue,10,right,4,0,0.484058643,0.154306165,-1.868816564,0.084538449,-2.470548826
47359,F,2,blue,2,left,4,0,0.537499222,0.148915363,-1.904377167,0.090992761,-2.39697532
47363,F,2,blue,4,left,4,0,0.509756838,0.060233889,-2.809520147,0.042174491,-3.165939709
47367,F,2,blue,11,right,4,0,0.766328933,0.039581845,-3.229384715,0.030323012,-3.495848375
47370,M,3,red,7,left,4,0,0.448737611,0.201096133,-1.603972211,0.112470023,-2.185068552
47372,F,4,blue,5,right,4,0,0.596813583,0.160293248,-1.830750341,0.087425066,-2.436973245
47373,F,4,blue,6,left,4,0,0.46209708,0.162367062,-1.817895693,0.101464122,-2.288050017
47374,F,4,blue,2,left,4,0,0.576155738,0.240662314,-1.424360513,0.123772046,-2.089313747
47526,F,2,blue,3,right,4,1,0.446401681,0.160353455,-1.830374808,0.083021586,-2.488654633
47527,M,1,blue,14,right,4,0,0.422889807,0.176085979,-1.736782887,0.104314642,-2.26034354
47531,F,4,blue,11,right,4,0,0.710035281,0.084177198,-2.4748312,0.052020499,-2.956117428
47532,F,4,red,7,right,4,0,0.504964993,0.143432603,-1.941890022,0.077610186,-2.556056602
47533,M,1,blue,2,right,4,1,0.436126688,0.232645795,-1.458238176,0.127747972,-2.057695923
47534,F,4,blue,14,left,4,0,0.69960547,0.085436689,-2.459979653,0.053555513,-2.927036533
47535,M,3,red,8,right,4,0,0.457414477,0.237962667,-1.43564148,0.128675538,-2.050461255
47537,F,4,blue,13,right,4,0,0.452559362,0.183505305,-1.695511704,0.110908215,-2.199052312
47538,F,2,blue,7,right,4,0,0.31576522,0.115759213,-2.156242997,0.06559823,-2.724206564
47539,F,1,blue,4,right,4,1,0.603051803,0.028627021,-3.553404225,0.024689725,-3.701368107
47540,M,1,red,1,left,4,0,0.808778761,0.082575415,-2.494043282,0.060712074,-2.801612682
47542,M,3,blue,9,left,4,0,0.514012013,0.02884113,-3.545952787,0.023154073,-3.765584587
47543,M,3,blue,14,right,4,0,0.46676805,0.27985008,-1.273501247,0.147376043,-1.914767846
47544,M,3,blue,13,left,4,0,0.447780765,0.141524164,-1.955284806,0.08485702,-2.46678756
47545,M,1,blue,1,left,4,0,0.739290739,0.061524489,-2.788319991,0.044291522,-3.116962006
47546,F,4,red,2,left,4,0,0.423072371,0.173984794,-1.748787374,0.09891445,-2.313499947
47549,M,1,blue,13,left,4,0,0.710637874,0.191882151,-1.650873895,0.102220852,-2.280619588
47677,F,2,blue,13,right,4,0,0.657089867,0.118694703,-2.131200606,0.072480187,-2.624442032
47679,M,2,blue,15,right,4,0,0.36531936,0.170002903,-1.771939763,0.095638713,-2.347177597
47684,F,5,red,2,right,4,0,0.5660612,0.081555748,-2.506468472,0.052281625,-2.951110303
47685,F,2,blue,14,left,4,0,0.630661845,0.096929571,-2.333770634,0.059162688,-2.827464198
47686,M,4,blue,10,left,4,0,0.421182998,0.131530735,-2.028514731,0.082023325,-2.500751618
47688,M,4,blue,16,left,4,0,0.495825225,0.232224996,-1.460048566,0.125427559,-2.076026903
47689,M,2,blue,9,right,4,0,0.551556817,0.153572852,-1.873580216,0.089571929,-2.412713295
47690,M,2,blue,16,left,4,0,0.636118071,0.049011437,-3.015701604,0.036114583,-3.321058538
47691,F,5,red,1,left,4,0,0.499459633,0.169773572,-1.773289659,0.088456722,-2.425241864
47694,M,2,red,5,right,4,0,0.601974445,0.091119883,-2.395579247,0.062132794,-2.778481347
47695,M,2,blue,10,left,4,0,0.635573806,0.132950429,-2.017778936,0.082800294,-2.491323669
47696,F,2,blue,12,left,4,0,0.614269341,0.090075978,-2.407101763,0.059172916,-2.827291341
47698,F,4,blue,1,right,4,0,0.501697492,0.169941694,-1.772299875,0.097081757,-2.332201801
47701,M,3,red,2,right,4,1,0.294401439,0.188178253,-1.670365611,0.129372317,-2.045060857
47702,F,1,blue,12,right,4,0,0.518551184,0.178845355,-1.721233784,0.103113826,-2.271921798
47703,M,1,blue,8,right,4,0,0.512268741,0.065815716,-2.720896631,0.045829094,-3.082836144
47704,F,4,red,1,right,4,0,0.586462961,0.028729659,-3.549825262,0.022364954,-3.800260105
47705,M,2,blue,6,left,4,0,0.640415443,0.187850334,-1.672109731,0.115079715,-2.162130219
47706,M,2,blue,5,right,4,0,0.432410125,0.104412944,-2.25940163,0.073044304,-2.616689115
47708,F,1,blue,9,left,4,0,0.574678288,0.090977547,-2.397142544,0.056474069,-2.873973698
47709,M,1,blue,7,left,4,0,0.813661443,0.064917696,-2.73463502,0.0456626,-3.086475697
47711,M,3,red,1,left,4,0,0.547174703,0.062269358,-2.776285813,0.045722308,-3.085168957
47712,M,1,blue,5,left,4,1,0.513102472,0.071934429,-2.632000278,0.05097605,-2.976399361
47713,M,4,blue,8,left,4,0,0.624549113,0.055712607,-2.887548828,0.04287943,-3.14936306
47714,F,1,blue,15,left,4,0,0.72571328,0.067410463,-2.69695504,0.044122291,-3.12079015
47715,F,1,blue,16,right,4,0,0.532551308,0.117477982,-2.14150435,0.065476194,-2.726068658
47716,M,3,red,5,left,4,1,0.4536414,0.094514235,-2.359004821,0.064776914,-2.73680601
47717,M,3,blue,11,left,4,0,0.671304404,0.0180985,-4.011926213,0.017308123,-4.056579375
47718,F,1,blue,10,right,4,0,0.357531817,0.143609642,-1.940656481,0.087317993,-2.438198735
47719,F,1,red,4,right,4,0,0.461600565,0.10853557,-2.220677323,0.064934907,-2.734369947
47720,F,1,red,3,left,4,0,0.603685439,0.041516934,-3.181653877,0.032086086,-3.4393328
47725,F,1,blue,11,left,4,0,0.535867547,0.122779061,-2.097368794,0.07675021,-2.567199153
47826,F,3,blue,7,left,4,0,0.596276239,0.118134683,-2.135929922,0.076668318,-2.568266723
47827,F,3,blue,1,left,4,0,0.587684163,0.210317063,-1.559139061,0.111956552,-2.189644412
47829,M,2,red,4,left,4,0,0.613368681,0.05546511,-2.892001106,0.042047072,-3.168965519
47830,F,2,red,2,left,4,0,0.49542019,0.111235555,-2.196105208,0.070084095,-2.658059402
47831,F,4,blue,12,left,4,0,0.561251099,0.280530689,-1.271072153,0.147842462,-1.911608019
47832,M,2,red,3,right,4,1,0.373089931,0.140101813,-1.965385887,0.094679488,-2.357257902
47833,M,5,red,3,left,4,0,0.465855625,0.063628476,-2.754694178,0.046595881,-3.066243126
47834,M,4,red,4,left,4,0,0.452077775,0.176272631,-1.735723444,0.094357326,-2.36066636
47835,F,2,blue,1,right,4,0,0.553580378,0.245400774,-1.404862593,0.132147196,-2.023838856
47836,M,1,red,5,left,4,0,0.453791998,0.056467813,-2.874084485,0.041388665,-3.184748216
47837,M,1,red,6,right,4,1,0.436732444,0.105536344,-2.248699894,0.074354368,-2.598912862
47838,F,3,blue,15,left,4,0,0.420643346,0.53034178,-0.634233612,0.299689951,-1.205006837
47839,F,3,blue,2,right,4,0,0.437165886,0.137180131,-1.986460394,0.087557436,-2.435460294
47840,M,5,red,4,right,4,0,0.549610994,0.105482671,-2.249208593,0.066164284,-2.715614471
47841,F,3,blue,16,right,4,0,0.478039665,0.038496687,-3.257183086,0.029798886,-3.513284258
47842,F,2,red,1,right,4,0,0.521838886,0.181433817,-1.706864336,0.103092446,-2.272129163
47843,M,4,red,3,right,4,1,0.38851959,0.202662836,-1.596211588,0.120242525,-2.118244535
47844,F,2,red,8,left,4,0,0.482877579,0.117460485,-2.141653301,0.072019562,-2.630817505
47846,F,2,red,7,right,4,0,0.713262051,0.093459086,-2.370231518,0.063550742,-2.755916606
47847,M,4,red,5,right,4,0,0.429003724,0.139902965,-1.966806202,0.085280972,-2.461803922
47849,M,4,red,6,left,4,1,0.54618024,0.100627633,-2.29632838,0.064206433,-2.745651878
47850,F,3,blue,8,right,4,0,0.460479543,0.113117167,-2.179331126,0.070306363,-2.654892969
47951,F,3,blue,3,left,4,0,0.291910396,0.020115241,-3.906277507,0.017817698,-4.02756307
47954,F,3,red,4,right,4,0,0.725306466,0.033648048,-3.391800247,0.026555156,-3.628531368
47957,F,3,blue,4,right,4,0,0.760543631,0.123011884,-2.095474311,0.071305901,-2.640776197
47958,M,4,blue,7,right,4,0,0.518530852,0.021774052,-3.827036299,0.018536615,-3.988007296
47959,M,3,blue,12,right,4,0,0.462390698,0.145513734,-1.927484804,0.080107633,-2.524384133
47960,F,4,blue,3,right,4,0,0.676486998,0.050142379,-2.992888742,0.035796508,-3.329904923
47962,F,4,blue,4,left,4,1,0.500703935,0.104754935,-2.256131613,0.073457729,-2.611045153
47963,M,1,red,8,right,4,1,0.431433276,0.071768336,-2.634311907,0.059440933,-2.822772175
47964,F,3,red,3,left,4,0,0.57658997,0.007513392,-4.891068272,0.008232065,-4.799718372
47968,M,3,blue,5,left,4,0,0.606703512,0.155155205,-1.86332934,0.087507933,-2.436025822
47973,M,1,red,7,left,4,0,0.616921166,0.087389083,-2.437384916,0.058727692,-2.834843903
47975,M,3,blue,6,right,4,0,0.461549553,0.149224554,-1.902303035,0.088587322,-2.423766525
